timestamp,open,high,low,close,volume
2023-12-19 02:15:00+00:00,43211.4,43218.4,43052.7,43054.1,2122.482
2023-12-19 02:30:00+00:00,43054.1,43199.0,43051.7,43165.3,2003.066
2023-12-19 02:45:00+00:00,43165.3,43194.9,43088.0,43088.2,1913.541
2023-12-19 03:00:00+00:00,43088.2,43152.2,43042.5,43102.2,1783.162
2023-12-19 03:15:00+00:00,43102.2,43148.7,43014.5,43039.0,1880.191
2023-12-19 03:30:00+00:00,43039.0,43070.5,43010.1,43023.5,1701.434
2023-12-19 03:45:00+00:00,43023.5,43106.1,43018.0,43090.3,2051.949
2023-12-19 04:00:00+00:00,43090.3,43145.3,43054.8,43101.9,2040.486
2023-12-19 04:15:00+00:00,43101.9,43134.5,43046.2,43046.6,2509.28
2023-12-19 04:30:00+00:00,43046.6,43050.5,42858.3,42880.0,2667.556
2023-12-19 04:45:00+00:00,42880.0,42968.7,42880.0,42938.3,2150.189
2023-12-19 05:00:00+00:00,42938.3,42982.0,42912.9,42964.5,2236.687
2023-12-19 05:15:00+00:00,42964.5,43003.2,42946.7,42989.5,1840.451
2023-12-19 05:30:00+00:00,42989.5,42996.7,42915.1,42915.6,1523.92
2023-12-19 05:45:00+00:00,42915.6,42995.7,42881.9,42973.8,1586.664
2023-12-19 06:00:00+00:00,42973.8,42974.9,42870.6,42870.6,1732.961
2023-12-19 06:15:00+00:00,42870.6,42944.1,42830.3,42916.0,1857.38
2023-12-19 06:30:00+00:00,42916.0,42961.3,42914.0,42948.1,865.59
2023-12-19 06:45:00+00:00,42948.1,42989.9,42907.9,42925.4,856.558
2023-12-19 07:00:00+00:00,42925.4,43027.8,42905.6,43023.4,830.65
2023-12-19 07:15:00+00:00,43023.4,43037.0,42944.8,42965.5,1189.875
2023-12-19 07:30:00+00:00,42965.5,43060.0,42937.2,43031.7,1837.681
2023-12-19 07:45:00+00:00,43031.7,43126.5,43031.7,43049.8,1746.904
2023-12-19 08:00:00+00:00,43049.8,43183.2,43007.2,43155.0,1745.043
2023-12-19 08:15:00+00:00,43155.0,43185.9,43081.6,43179.5,2001.168
2023-12-19 08:30:00+00:00,43179.5,43201.4,43095.7,43152.8,1955.231
2023-12-19 08:45:00+00:00,43152.8,43182.9,43034.2,43101.9,1633.47
2023-12-19 09:00:00+00:00,43101.9,43189.0,43035.0,43187.1,1861.297
2023-12-19 09:15:00+00:00,43187.1,43195.5,43041.9,43059.8,1504.95
2023-12-19 09:30:00+00:00,43059.8,43122.3,42971.2,43080.1,1990.815
2023-12-19 09:45:00+00:00,43080.1,43131.2,43034.5,43047.6,2112.421
2023-12-19 10:00:00+00:00,43047.6,43058.2,42987.7,43013.6,1729.535
2023-12-19 10:15:00+00:00,43013.6,43060.9,42956.5,43059.9,2163.965
2023-12-19 10:30:00+00:00,43059.9,43239.8,43020.3,43215.8,2426.239
2023-12-19 10:45:00+00:00,43215.8,43277.3,43128.1,43138.7,2556.43
2023-12-19 11:00:00+00:00,43138.7,43214.9,43124.0,43143.5,1910.664
2023-12-19 11:15:00+00:00,43143.5,43170.0,43057.0,43080.6,2005.047
2023-12-19 11:30:00+00:00,43080.6,43166.6,43035.0,43138.0,888.024
2023-12-19 11:45:00+00:00,43138.0,43148.8,42976.5,42993.6,1239.915
2023-12-19 12:00:00+00:00,42993.6,43041.8,42971.5,43041.6,890.168
2023-12-19 12:15:00+00:00,43041.6,43046.1,42907.9,42958.5,1461.507
2023-12-19 12:30:00+00:00,42958.5,42990.1,42913.1,42935.2,1506.481
2023-12-19 12:45:00+00:00,42935.2,42978.3,42867.5,42962.7,1409.272
2023-12-19 13:00:00+00:00,42962.7,43060.4,42945.0,42999.5,1336.547
2023-12-19 13:15:00+00:00,42999.5,43022.6,42941.7,42977.3,1130.551
2023-12-19 13:30:00+00:00,42977.3,43022.9,42936.8,42970.6,933.453
2023-12-19 13:45:00+00:00,42970.6,42970.6,42873.0,42881.8,962.123
2023-12-19 14:00:00+00:00,42881.8,42926.5,42570.0,42630.3,3180.997
2023-12-19 14:15:00+00:00,42630.3,42760.0,42545.0,42749.9,2190.523
2023-12-19 14:30:00+00:00,42749.9,42765.2,42640.3,42656.5,1385.283
2023-12-19 14:45:00+00:00,42656.5,42687.3,42240.0,42378.5,4272.224
2023-12-19 15:00:00+00:00,42378.5,42644.0,42267.2,42573.2,2788.036
2023-12-19 15:15:00+00:00,42573.2,42742.1,42510.0,42738.6,2255.668
2023-12-19 15:30:00+00:00,42738.6,42753.0,42524.2,42633.9,2060.709
2023-12-19 15:45:00+00:00,42633.9,42636.3,42446.1,42500.2,1846.677
2023-12-19 16:00:00+00:00,42500.2,42664.0,42469.1,42659.4,2014.929
2023-12-19 16:15:00+00:00,42659.4,42660.1,42441.8,42480.6,1477.316
2023-12-19 16:30:00+00:00,42480.6,42517.9,42455.6,42476.9,1900.028
2023-12-19 16:45:00+00:00,42476.9,42477.2,42318.7,42340.4,2430.103
2023-12-19 17:00:00+00:00,42340.4,42368.0,41981.6,42025.0,4192.757
2023-12-19 17:15:00+00:00,42025.0,42037.4,41877.8,41980.0,3001.882
2023-12-19 17:30:00+00:00,41980.0,42112.3,41863.4,42053.9,1748.327
2023-12-19 17:45:00+00:00,42053.9,42135.3,41850.0,41868.0,1450.342
2023-12-19 18:00:00+00:00,41868.0,42065.3,41826.3,42059.1,1689.196
2023-12-19 18:15:00+00:00,42059.1,42170.5,42039.6,42169.8,1423.778
2023-12-19 18:30:00+00:00,42169.8,42256.1,42117.6,42197.0,2447.479
2023-12-19 18:45:00+00:00,42197.0,42259.5,42149.2,42237.5,1559.537
2023-12-19 19:00:00+00:00,42237.5,42259.0,42163.6,42177.9,1591.365
2023-12-19 19:15:00+00:00,42177.9,42302.8,42161.1,42269.5,1927.18
2023-12-19 19:30:00+00:00,42269.5,42507.7,42264.0,42291.8,2881.454
2023-12-19 19:45:00+00:00,42291.8,42368.2,42224.3,42358.8,2068.213
2023-12-19 20:00:00+00:00,42358.8,42418.3,42292.4,42339.4,2125.201
2023-12-19 20:15:00+00:00,42339.4,42384.5,42268.9,42304.7,1597.581
2023-12-19 20:30:00+00:00,42304.7,42307.3,42140.2,42231.6,1093.157
2023-12-19 20:45:00+00:00,42231.6,42309.2,42200.0,42232.5,1256.784
2023-12-19 21:00:00+00:00,42232.5,42320.9,42222.8,42303.1,895.406
2023-12-19 21:15:00+00:00,42303.1,42410.1,42264.5,42375.1,985.559
2023-12-19 21:30:00+00:00,42375.1,42424.3,42350.0,42402.6,1248.096
2023-12-19 21:45:00+00:00,42402.6,42542.4,42398.9,42536.6,1405.368
2023-12-19 22:00:00+00:00,42536.6,42538.3,42316.7,42363.5,1518.961
2023-12-19 22:15:00+00:00,42363.5,42393.5,42291.0,42324.6,1175.668
2023-12-19 22:30:00+00:00,42324.6,42391.8,42263.3,42275.5,1139.485
2023-12-19 22:45:00+00:00,42275.5,42420.9,42275.4,42342.5,938.16
2023-12-19 23:00:00+00:00,42342.5,42422.6,42314.2,42314.2,1025.857
2023-12-19 23:15:00+00:00,42314.2,42324.0,42252.6,42288.1,1480.783
2023-12-19 23:30:00+00:00,42288.1,42356.6,42226.6,42232.6,2041.223
2023-12-19 23:45:00+00:00,42232.6,42304.4,42212.1,42278.6,2088.667
2023-12-20 00:00:00+00:00,42278.6,42377.8,42244.2,42337.1,2044.418
2023-12-20 00:15:00+00:00,42337.1,42396.3,42309.8,42342.5,1702.293
2023-12-20 00:30:00+00:00,42342.5,42450.5,42330.1,42407.3,1598.035
2023-12-20 00:45:00+00:00,42407.3,42453.4,42395.2,42427.5,1485.078
2023-12-20 01:00:00+00:00,42427.5,42487.7,42427.5,42482.8,1503.397
2023-12-20 01:15:00+00:00,42482.8,42500.0,42381.0,42384.9,1927.098
2023-12-20 01:30:00+00:00,42384.9,42415.4,42290.4,42317.6,1705.736
2023-12-20 01:45:00+00:00,42317.6,42355.5,42242.0,42316.9,1864.981
2023-12-20 02:00:00+00:00,42316.9,42362.0,42205.8,42294.0,1595.397
2023-12-20 02:15:00+00:00,42294.0,42390.0,42266.2,42382.4,1761.683
2023-12-20 02:30:00+00:00,42382.4,42455.3,42382.4,42415.3,1516.045
2023-12-20 02:45:00+00:00,42415.3,42461.2,42404.8,42436.2,1457.331
2023-12-20 03:00:00+00:00,42436.2,42483.2,42416.3,42476.2,1189.173
2023-12-20 03:15:00+00:00,42476.2,42482.0,42431.5,42432.4,1390.625
2023-12-20 03:30:00+00:00,42432.4,42471.7,42406.5,42406.5,1907.036
2023-12-20 03:45:00+00:00,42406.5,42445.5,42369.3,42429.9,2084.505
2023-12-20 04:00:00+00:00,42429.9,42433.9,42387.0,42428.0,1810.173
2023-12-20 04:15:00+00:00,42428.0,42684.0,42418.2,42618.6,2908.398
2023-12-20 04:30:00+00:00,42618.6,42708.8,42609.0,42633.3,2713.77
2023-12-20 04:45:00+00:00,42633.3,42875.4,42600.0,42827.5,2806.991
2023-12-20 05:00:00+00:00,42827.5,42847.5,42653.7,42682.3,1985.514
2023-12-20 05:15:00+00:00,42682.3,42682.3,42616.0,42627.0,1627.42
2023-12-20 05:30:00+00:00,42627.0,42659.4,42596.5,42610.9,1872.662
2023-12-20 05:45:00+00:00,42610.9,42736.5,42610.8,42726.4,1501.51
2023-12-20 06:00:00+00:00,42726.4,42760.0,42650.0,42759.2,1713.378
2023-12-20 06:15:00+00:00,42759.2,43038.2,42759.2,42977.0,2533.177
2023-12-20 06:30:00+00:00,42977.0,42991.1,42808.7,42836.1,2300.988
2023-12-20 06:45:00+00:00,42836.1,42947.2,42808.1,42885.3,2058.801
2023-12-20 07:00:00+00:00,42885.3,42949.5,42836.2,42930.6,1882.416
2023-12-20 07:15:00+00:00,42930.6,42944.7,42829.1,42829.9,1993.177
2023-12-20 07:30:00+00:00,42829.9,42927.9,42821.1,42899.9,1648.389
2023-12-20 07:45:00+00:00,42899.9,42984.8,42895.7,42944.1,1785.471
2023-12-20 08:00:00+00:00,42944.1,43020.3,42834.1,42840.0,2108.54
2023-12-20 08:15:00+00:00,42840.0,42921.9,42835.7,42872.3,1527.422
2023-12-20 08:30:00+00:00,42872.3,42910.1,42846.6,42847.5,1128.372
2023-12-20 08:45:00+00:00,42847.5,42858.8,42765.4,42794.0,1266.709
2023-12-20 09:00:00+00:00,42794.0,42874.5,42794.0,42862.8,1326.203
2023-12-20 09:15:00+00:00,42862.8,42967.9,42831.6,42965.9,1227.861
2023-12-20 09:30:00+00:00,42965.9,42969.4,42842.1,42849.5,1288.433
2023-12-20 09:45:00+00:00,42849.5,42866.1,42736.8,42799.1,1378.792
2023-12-20 10:00:00+00:00,42799.1,42876.3,42752.1,42861.1,1139.546
2023-12-20 10:15:00+00:00,42861.1,42934.8,42688.0,42757.1,1330.445
2023-12-20 10:30:00+00:00,42757.1,42864.5,42757.0,42840.4,912.981
2023-12-20 10:45:00+00:00,42840.4,42883.3,42785.3,42883.3,887.476
2023-12-20 11:00:00+00:00,42883.3,42939.0,42805.8,42832.0,1280.77
2023-12-20 11:15:00+00:00,42832.0,42900.0,42802.7,42803.8,920.412
2023-12-20 11:30:00+00:00,42803.8,42860.1,42763.8,42855.7,1447.704
2023-12-20 11:45:00+00:00,42855.7,43011.7,42855.6,42877.4,2147.34
2023-12-20 12:00:00+00:00,42877.4,42890.9,42771.2,42800.7,1660.974
2023-12-20 12:15:00+00:00,42800.7,42947.3,42781.0,42945.2,1406.991
2023-12-20 12:30:00+00:00,42945.2,43016.0,42903.6,42946.1,1570.115
2023-12-20 12:45:00+00:00,42946.1,42997.0,42882.0,42993.1,1491.448
2023-12-20 13:00:00+00:00,42993.1,43232.0,42992.8,43180.1,3530.822
2023-12-20 13:15:00+00:00,43180.1,43419.2,43130.6,43411.4,3269.61
2023-12-20 13:30:00+00:00,43411.4,43456.0,43275.0,43454.4,2959.333
2023-12-20 13:45:00+00:00,43454.4,43799.0,43439.8,43791.4,5914.487
2023-12-20 14:00:00+00:00,43791.4,43939.3,43675.9,43679.8,4607.4
2023-12-20 14:15:00+00:00,43679.8,44172.4,43624.0,44097.1,4488.331
2023-12-20 14:30:00+00:00,44097.1,44204.1,43950.0,43979.5,3253.7
2023-12-20 14:45:00+00:00,43979.5,44107.0,43893.5,43894.0,2223.923
2023-12-20 15:00:00+00:00,43894.0,44336.0,43835.9,44316.7,3050.36
2023-12-20 15:15:00+00:00,44316.7,44335.8,44104.6,44157.4,2048.012
2023-12-20 15:30:00+00:00,44157.4,44281.8,44040.2,44070.9,2690.159
2023-12-20 15:45:00+00:00,44070.9,44218.9,44027.5,44062.4,2031.447
2023-12-20 16:00:00+00:00,44062.4,44151.5,43907.1,43929.8,2393.494
2023-12-20 16:15:00+00:00,43929.8,44021.7,43879.5,43946.3,2117.672
2023-12-20 16:30:00+00:00,43946.3,44019.1,43906.9,43975.0,1749.171
2023-12-20 16:45:00+00:00,43975.0,43990.8,43506.6,43711.0,3840.3
2023-12-20 17:00:00+00:00,43711.0,43811.1,43606.9,43636.1,2239.793
2023-12-20 17:15:00+00:00,43636.1,43919.5,43603.5,43918.6,2290.708
2023-12-20 17:30:00+00:00,43918.6,43947.0,43873.1,43922.8,1520.068
2023-12-20 17:45:00+00:00,43922.8,44060.8,43882.0,44018.1,1681.578
2023-12-20 18:00:00+00:00,44018.1,44135.0,43998.7,44091.0,1859.877
2023-12-20 18:15:00+00:00,44091.0,44100.9,43947.9,43963.5,1786.947
2023-12-20 18:30:00+00:00,43963.5,44184.5,43958.8,44166.2,1820.266
2023-12-20 18:45:00+00:00,44166.2,44225.8,44140.0,44162.4,1665.351
2023-12-20 19:00:00+00:00,44162.4,44276.9,44035.7,44071.4,2243.748
2023-12-20 19:15:00+00:00,44071.4,44171.5,44056.8,44061.5,1470.769
2023-12-20 19:30:00+00:00,44061.5,44113.8,43793.5,43875.8,2591.63
2023-12-20 19:45:00+00:00,43875.8,43978.3,43738.9,43738.9,2567.026
2023-12-20 20:00:00+00:00,43738.9,43803.0,43237.0,43568.9,4098.964
2023-12-20 20:15:00+00:00,43568.9,43759.7,43553.5,43608.5,2379.485
2023-12-20 20:30:00+00:00,43608.5,43824.2,43602.3,43779.3,1021.535
2023-12-20 20:45:00+00:00,43779.3,43807.1,43433.3,43457.3,1471.016
2023-12-20 21:00:00+00:00,43457.3,43714.7,43453.5,43658.7,1274.791
2023-12-20 21:15:00+00:00,43658.7,43730.7,43578.4,43685.1,1081.853
2023-12-20 21:30:00+00:00,43685.1,43686.3,43535.4,43545.6,1225.907
2023-12-20 21:45:00+00:00,43545.6,43570.0,43354.0,43481.6,1280.043
2023-12-20 22:00:00+00:00,43481.6,43560.9,43445.6,43549.9,1357.438
2023-12-20 22:15:00+00:00,43549.9,43707.4,43549.9,43686.1,1333.994
2023-12-20 22:30:00+00:00,43686.1,43762.6,43597.9,43624.2,1543.065
2023-12-20 22:45:00+00:00,43624.2,43672.1,43527.0,43624.2,1493.299
2023-12-20 23:00:00+00:00,43624.2,43625.0,43474.4,43536.1,1540.858
2023-12-20 23:15:00+00:00,43536.1,43632.9,43484.6,43609.2,1469.112
2023-12-20 23:30:00+00:00,43609.2,43661.1,43596.3,43660.3,1174.059
2023-12-20 23:45:00+00:00,43660.3,43688.1,43631.4,43688.1,1051.873
2023-12-21 00:00:00+00:00,43688.1,43688.1,43567.9,43581.6,1354.163
2023-12-21 00:15:00+00:00,43581.6,43684.2,43542.9,43663.2,1404.485
2023-12-21 00:30:00+00:00,43663.2,43759.1,43663.1,43706.3,1992.761
2023-12-21 00:45:00+00:00,43706.3,43719.2,43600.0,43610.1,1727.219
2023-12-21 01:00:00+00:00,43610.1,43630.4,43385.2,43447.1,2335.75
2023-12-21 01:15:00+00:00,43447.1,43526.4,43379.5,43428.0,1962.859
2023-12-21 01:30:00+00:00,43428.0,43483.0,43381.5,43395.4,2135.239
2023-12-21 01:45:00+00:00,43395.4,43518.7,43378.4,43478.6,1979.238
2023-12-21 02:00:00+00:00,43478.6,43484.7,43363.6,43442.8,1649.347
2023-12-21 02:15:00+00:00,43442.8,43575.4,43442.6,43563.5,1906.414
2023-12-21 02:30:00+00:00,43563.5,43600.2,43492.9,43525.2,1680.857
2023-12-21 02:45:00+00:00,43525.2,43531.6,43309.9,43406.5,2884.316
2023-12-21 03:00:00+00:00,43406.5,43572.7,43395.6,43568.1,1801.121
2023-12-21 03:15:00+00:00,43568.1,43708.4,43555.6,43654.1,2459.54
2023-12-21 03:30:00+00:00,43654.1,43694.9,43585.6,43595.1,1561.213
2023-12-21 03:45:00+00:00,43595.1,43705.9,43575.0,43671.0,1487.571
2023-12-29 12:00:00+00:00,42892.0,42966.5,42846.7,42847.4,1698.532
2023-12-29 12:15:00+00:00,42847.4,42903.9,42805.0,42857.5,1264.872
2023-12-29 12:30:00+00:00,42857.5,42876.9,42776.3,42808.2,1342.79
2023-12-29 12:45:00+00:00,42808.2,42856.1,42785.0,42853.0,1216.908
2023-12-29 13:00:00+00:00,42853.0,42912.3,42816.3,42816.3,1109.473
2023-12-29 13:15:00+00:00,42816.3,42852.0,42733.3,42741.0,1663.637
2023-12-29 13:30:00+00:00,42741.0,42879.2,42730.2,42870.1,2240.543
2023-12-29 13:45:00+00:00,42870.1,42886.3,42822.7,42843.0,2075.468
2023-12-29 14:00:00+00:00,42843.0,42886.8,42805.7,42829.3,1938.376
2023-12-29 14:15:00+00:00,42829.3,42883.0,42787.2,42835.0,1429.274
2023-12-29 14:30:00+00:00,42835.0,43143.5,42813.8,43064.9,2524.175
2023-12-29 14:45:00+00:00,43064.9,43081.0,42963.0,43049.1,1334.358
2023-12-29 15:00:00+00:00,43049.1,43068.2,42817.5,42839.2,1455.492
2023-12-29 15:15:00+00:00,42839.2,42839.2,42594.8,42741.9,2221.962
2023-12-29 15:30:00+00:00,42741.9,42772.8,42517.8,42553.2,2096.722
2023-12-29 15:45:00+00:00,42553.2,42558.8,42137.4,42281.2,4162.684
2023-12-29 16:00:00+00:00,42281.2,42369.6,42167.0,42176.9,2502.061
2023-12-29 16:15:00+00:00,42176.9,42248.3,41840.0,42230.2,4808.787
2023-12-29 16:30:00+00:00,42230.2,42320.0,42182.6,42278.8,1996.187
2023-12-29 16:45:00+00:00,42278.8,42291.5,41982.4,41984.7,2026.668
2023-12-29 17:00:00+00:00,41984.7,42074.5,41737.6,41905.0,3823.37
2023-12-29 17:15:00+00:00,41905.0,42047.0,41816.3,41877.5,1905.803
2023-12-29 17:30:00+00:00,41877.5,41953.0,41755.4,41755.5,2505.847
2023-12-29 17:45:00+00:00,41755.5,41877.3,41678.0,41833.9,2514.128
2023-12-29 18:00:00+00:00,41833.9,41955.4,41788.1,41919.2,2108.652
2023-12-29 18:15:00+00:00,41919.2,41971.6,41889.3,41896.7,1589.643
2023-12-29 18:30:00+00:00,41896.7,42140.9,41895.1,42110.6,2702.551
2023-12-29 18:45:00+00:00,42110.6,42123.4,42036.1,42078.4,2515.695
2023-12-29 19:00:00+00:00,42078.4,42129.0,41968.7,42033.3,2152.314
2023-12-29 19:15:00+00:00,42033.3,42171.1,41990.3,42119.7,2366.343
2023-12-29 19:30:00+00:00,42119.7,42178.0,42110.9,42141.0,2070.559
2023-12-29 19:45:00+00:00,42141.0,42180.0,42094.9,42140.3,1757.277
2023-12-29 20:00:00+00:00,42140.3,42144.5,42067.4,42112.2,2025.318
2023-12-29 20:15:00+00:00,42112.2,42112.2,42038.6,42067.3,1491.816
2023-12-29 20:30:00+00:00,42067.3,42107.1,41958.7,41976.0,932.683
2023-12-29 20:45:00+00:00,41976.0,42080.0,41972.2,42057.5,844.984
2023-12-29 21:00:00+00:00,42057.5,42270.7,42021.4,42230.5,1542.108
2023-12-29 21:15:00+00:00,42230.5,42240.2,41943.1,42007.7,1671.294
2023-12-29 21:30:00+00:00,42007.7,42024.4,41893.8,41998.4,1926.586
2023-12-29 21:45:00+00:00,41998.4,42034.8,41901.4,41952.6,1620.658
2023-12-29 22:00:00+00:00,41952.6,41968.9,41820.8,41861.1,1940.586
2023-12-29 22:15:00+00:00,41861.1,41874.5,41276.0,41792.1,5586.392
2023-12-29 22:30:00+00:00,41792.1,41862.8,41654.7,41821.6,1724.635
2023-12-29 22:45:00+00:00,41821.6,41865.0,41690.8,41782.4,1335.216
2023-12-29 23:00:00+00:00,41782.4,41881.3,41781.7,41840.4,1216.871
2023-12-29 23:15:00+00:00,41840.4,42017.6,41840.1,41991.3,1785.689
2023-12-29 23:30:00+00:00,41991.3,42037.7,41970.0,42020.4,1569.259
2023-12-29 23:45:00+00:00,42020.4,42114.6,42000.9,42082.6,1874.543
2023-12-30 00:00:00+00:00,42082.6,42122.6,42028.8,42122.3,1501.472
2023-12-30 00:15:00+00:00,42122.3,42236.5,42115.7,42180.1,2032.653
2023-12-30 00:30:00+00:00,42180.1,42193.9,42124.5,42135.5,1891.48
2023-12-30 00:45:00+00:00,42135.5,42191.2,42118.8,42118.8,1405.295
2023-12-30 01:00:00+00:00,42118.8,42153.6,42102.6,42124.8,1588.613
2023-12-30 01:15:00+00:00,42124.8,42178.1,42109.6,42152.5,1445.746
2023-12-30 01:30:00+00:00,42152.5,42225.4,42152.5,42203.0,1429.868
2023-12-30 01:45:00+00:00,42203.0,42222.4,42174.3,42187.4,1101.503
2023-12-30 02:00:00+00:00,42187.4,42213.5,42148.0,42148.2,1318.216
2023-12-30 02:15:00+00:00,42148.2,42213.7,42125.9,42178.9,1198.136
2023-12-30 02:30:00+00:00,42178.9,42178.9,41993.4,41993.5,1532.074
2023-12-30 02:45:00+00:00,41993.5,42029.8,41867.2,41927.7,1606.788
2023-12-30 03:00:00+00:00,41927.7,42037.6,41919.2,42003.5,1340.233
2023-12-30 03:15:00+00:00,42003.5,42007.6,41841.8,41851.1,1535.289
2023-12-30 03:30:00+00:00,41851.1,41988.0,41849.1,41965.2,2167.869
2023-12-30 03:45:00+00:00,41965.2,42033.0,41939.7,42001.7,1479.475
2023-12-30 04:00:00+00:00,42001.7,42089.6,41992.5,42046.3,1698.742
2023-12-30 04:15:00+00:00,42046.3,42078.4,42025.0,42033.4,1368.534
2023-12-30 04:30:00+00:00,42033.4,42080.6,42000.7,42057.0,797.129
2023-12-30 04:45:00+00:00,42057.0,42058.7,41994.4,42019.0,774.417
2023-12-30 05:00:00+00:00,42019.0,42103.0,42005.0,42054.4,855.048
2023-12-30 05:15:00+00:00,42054.4,42157.5,42038.9,42091.9,833.432
2023-12-30 05:30:00+00:00,42091.9,42116.8,42071.4,42104.4,845.033
2023-12-30 05:45:00+00:00,42104.4,42145.7,42096.3,42121.9,805.623
2023-12-30 06:00:00+00:00,42121.9,42187.6,42114.6,42140.0,968.329
2023-12-30 06:15:00+00:00,42140.0,42144.0,42057.4,42076.3,993.613
2023-12-30 06:30:00+00:00,42076.3,42101.6,42057.6,42083.8,1329.454
2023-12-30 06:45:00+00:00,42083.8,42126.9,42060.0,42077.1,1304.272
2023-12-30 07:00:00+00:00,42077.1,42113.8,42067.0,42091.5,1394.557
2023-12-30 07:15:00+00:00,42091.5,42150.0,42017.8,42037.9,1288.941
2023-12-30 07:30:00+00:00,42037.9,42040.0,41978.4,42013.8,2309.763
2023-12-30 07:45:00+00:00,42013.8,42013.8,41950.1,41973.3,1669.12
2023-12-30 08:00:00+00:00,41973.3,42016.9,41921.1,41986.0,1869.81
2023-12-30 08:15:00+00:00,41986.0,41986.0,41852.5,41872.7,2030.589
2023-12-30 08:30:00+00:00,41872.7,41919.6,41768.2,41788.9,2061.708
2023-12-30 08:45:00+00:00,41788.9,41810.0,41559.1,41599.8,2400.946
2023-12-30 09:00:00+00:00,41599.8,41750.0,41597.8,41600.1,2116.636
2023-12-30 09:15:00+00:00,41600.1,41687.7,41594.0,41602.6,1366.432
2023-12-30 09:30:00+00:00,41602.6,41707.0,41540.3,41561.4,1358.384
2023-12-30 09:45:00+00:00,41561.4,41727.7,41560.1,41712.2,977.898
2023-12-30 10:00:00+00:00,41712.2,41778.0,41708.5,41745.0,975.69
2023-12-30 10:15:00+00:00,41745.0,41761.5,41700.0,41747.8,910.968
2023-12-30 10:30:00+00:00,41747.8,41798.3,41736.5,41796.8,1065.176
2023-12-30 10:45:00+00:00,41796.8,41834.6,41780.9,41826.7,953.387
2023-12-30 11:00:00+00:00,41826.7,41990.0,41826.7,41952.6,1467.161
2023-12-30 11:15:00+00:00,41952.6,41973.4,41893.7,41900.6,1010.823
2023-12-30 11:30:00+00:00,41900.6,41924.8,41859.0,41895.8,940.274
2023-12-30 11:45:00+00:00,41895.8,41942.8,41895.8,41916.8,777.656
2023-12-30 12:00:00+00:00,41916.8,42059.3,41899.1,42026.6,1218.74
2023-12-30 12:15:00+00:00,42026.6,42091.7,41982.7,42091.7,1057.435
2023-12-30 12:30:00+00:00,42091.7,42120.6,41939.4,41962.5,1408.084
2023-12-30 12:45:00+00:00,41962.5,42026.6,41947.3,42007.9,1211.018
2023-12-30 13:00:00+00:00,42007.9,42049.4,41961.1,41961.2,1214.936
2023-12-30 13:15:00+00:00,41961.2,41972.1,41899.4,41965.4,1570.855
2023-12-30 13:30:00+00:00,41965.4,42027.0,41933.4,41987.4,1353.272
2023-12-30 13:45:00+00:00,41987.4,42070.6,41962.0,42050.8,1448.133
2023-12-30 14:00:00+00:00,42050.8,42282.7,42050.7,42201.2,2979.844
2023-12-30 14:15:00+00:00,42201.2,42225.0,42080.4,42124.5,1619.399
2023-12-30 14:30:00+00:00,42124.5,42149.7,42088.4,42149.7,1292.151
2023-12-30 14:45:00+00:00,42149.7,42272.7,42149.4,42257.4,1487.716
2023-12-30 15:00:00+00:00,42257.4,42341.5,42220.1,42282.4,1808.729
2023-12-30 15:15:00+00:00,42282.4,42282.4,42198.3,42233.5,1358.151
2023-12-30 15:30:00+00:00,42233.5,42308.7,42205.5,42302.0,1117.519
2023-12-30 15:45:00+00:00,42302.0,42449.4,42293.7,42394.4,2122.55
2023-12-30 16:00:00+00:00,42394.4,42585.7,42394.4,42576.8,1779.759
2023-12-30 16:15:00+00:00,42576.8,42622.6,42484.5,42502.8,1606.991
2023-12-30 16:30:00+00:00,42502.8,42609.8,42437.3,42452.1,1286.46
2023-12-30 16:45:00+00:00,42452.1,42486.0,42404.4,42423.7,1174.556
2023-12-30 17:00:00+00:00,42423.7,42462.8,42288.3,42310.2,1803.13
2023-12-30 17:15:00+00:00,42310.2,42580.0,42266.0,42580.0,2351.379
2023-12-30 17:30:00+00:00,42580.0,42638.9,42475.8,42506.9,2620.276
2023-12-30 17:45:00+00:00,42506.9,42558.4,42472.9,42516.6,1686.991
2023-12-30 18:00:00+00:00,42516.6,42532.0,42392.3,42427.9,1675.702
2023-12-30 18:15:00+00:00,42427.9,42483.2,42417.4,42417.4,1787.742
2023-12-30 18:30:00+00:00,42417.4,42448.3,42356.7,42364.6,924.247
2023-12-30 18:45:00+00:00,42364.6,42465.5,42356.7,42434.1,954.52
2023-12-30 19:00:00+00:00,42434.1,42434.3,42363.5,42379.1,827.624
2023-12-30 19:15:00+00:00,42379.1,42468.1,42367.1,42437.4,1008.104
2023-12-30 19:30:00+00:00,42437.4,42477.6,42405.1,42416.6,1426.524
2023-12-30 19:45:00+00:00,42416.6,42461.5,42375.7,42382.4,1391.504
2023-12-30 20:00:00+00:00,42382.4,42419.4,42372.1,42395.4,1366.456
2023-12-30 20:15:00+00:00,42395.4,42408.4,42367.3,42396.4,1380.663
2023-12-30 20:30:00+00:00,42396.4,42396.4,42212.2,42251.4,1344.615
2023-12-30 20:45:00+00:00,42251.4,42318.8,42235.6,42306.1,954.221
2023-12-30 21:00:00+00:00,42306.1,42334.0,42245.0,42314.3,1531.174
2023-12-30 21:15:00+00:00,42314.3,42349.3,42276.0,42325.7,756.013
